2, 1000000, 0.200869, 0.10508
2, 1000000, 0.199686, 0.106338
2, 1000000, 0.199427, 0.107996
2, 1000000, 0.198662, 0.109037
2, 1000000, 0.198772, 0.105934
2, 2000000, 0.416986, 0.21146
2, 2000000, 0.416983, 0.222937
2, 2000000, 0.417141, 0.214366
2, 2000000, 0.420792, 0.217821
2, 2000000, 0.42107, 0.2104
2, 5000000, 1.11753, 0.577033
2, 5000000, 1.11212, 0.579408
2, 5000000, 1.11074, 0.565781
2, 5000000, 1.12263, 0.559712
2, 5000000, 1.11694, 0.575264
2, 10000000, 2.32098, 1.18608
2, 10000000, 2.31354, 1.19198
2, 10000000, 2.31588, 1.18511
2, 10000000, 2.30128, 1.20336
2, 10000000, 2.32941, 1.18821
2, 50000000, 12.7324, 6.49495
2, 50000000, 12.6231, 6.49453
2, 50000000, 12.7348, 6.49161
2, 50000000, 12.6609, 6.52117
2, 50000000, 12.5964, 6.52075
2, 100000000, 26.2024, 13.4154
2, 100000000, 26.1318, 13.4561
2, 100000000, 26.1893, 13.4807
2, 100000000, 26.3674, 13.5803
2, 100000000, 26.1457, 13.4609
2, 200000000, 54.2194, 27.4517
2, 200000000, 54.0177, 27.5651
2, 200000000, 53.9431, 27.4102
2, 200000000, 53.3817, 27.5548
2, 200000000, 54.2401, 27.4053
2, 500000000, 138.627, 70.4649
2, 500000000, 137.982, 70.5071
2, 500000000, 137.886, 70.8343
2, 500000000, 137.788, 70.173
2, 500000000, 138.714, 70.106
2, 1000000000, 282.758, 144.014
2, 1000000000, 282.974, 142.655
2, 1000000000, 283.599, 142.857
2, 1000000000, 284.697, 143.254
2, 1000000000, 284.034, 143.44
4, 1000000, 0.196342, 0.0661885
4, 1000000, 0.199731, 0.0646169
4, 1000000, 0.199085, 0.0608005
4, 1000000, 0.198046, 0.0630417
4, 1000000, 0.201404, 0.0764533
4, 2000000, 0.415083, 0.135078
4, 2000000, 0.418101, 0.138691
4, 2000000, 0.41756, 0.130428
4, 2000000, 0.418068, 0.137047
4, 2000000, 0.420059, 0.12328
4, 5000000, 1.12249, 0.332819
4, 5000000, 1.09894, 0.357282
4, 5000000, 1.10805, 0.383067
4, 5000000, 1.12395, 0.330011
4, 5000000, 1.12067, 0.362671
4, 10000000, 2.34974, 0.716015
4, 10000000, 2.33683, 0.701311
4, 10000000, 2.32909, 0.730146
4, 10000000, 2.32389, 0.740261
4, 10000000, 2.34168, 0.712008
4, 50000000, 12.8457, 3.7831
4, 50000000, 12.8704, 3.80706
4, 50000000, 12.8248, 3.93742
4, 50000000, 12.8168, 3.72677
4, 50000000, 12.7647, 3.79851
4, 100000000, 26.3812, 7.61541
4, 100000000, 26.2783, 7.63616
4, 100000000, 26.0962, 7.78052
4, 100000000, 26.3585, 7.77677
4, 100000000, 26.4055, 7.53948
4, 200000000, 53.497, 15.4657
4, 200000000, 53.78, 15.5238
4, 200000000, 54.0227, 15.3114
4, 200000000, 53.7053, 15.4299
4, 200000000, 53.4697, 15.5278
4, 500000000, 138.068, 39.5612
4, 500000000, 138.841, 39.9356
4, 500000000, 138.286, 38.9947
4, 500000000, 137.777, 39.0107
4, 500000000, 139.366, 38.8484
4, 1000000000, 283.902, 78.8012
4, 1000000000, 285.485, 78.173
4, 1000000000, 283.94, 78.5442
4, 1000000000, 284.783, 79.7833
4, 1000000000, 282.628, 79.4876
